date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,outcome,loser_entry,winner_entry
2004-06-21,Wimbledon,G,5,G,false,70,SF,Roger Federer,1,Switzerland,SUI,1,5,2351,Sebastien Grosjean,10,France,FRA,13,-5,2067,6-2 6-3 7-6(6),,,
2004-06-21,Wimbledon,G,5,G,false,70,QF,Roger Federer,1,Switzerland,SUI,1,9,2342,Lleyton Hewitt,7,Australia,AUS,10,-9,2207,6-1 6-7(1) 6-0 6-4,,,
2004-06-21,Wimbledon,G,5,G,false,70,R16,Roger Federer,1,Switzerland,SUI,1,1,2341,Ivo Karlovic,,Croatia,CRO,62,-2,1873,6-3 7-6(3) 7-6(5),,,
2004-06-21,Wimbledon,G,5,G,false,70,R32,Roger Federer,1,Switzerland,SUI,1,3,2338,Thomas Johansson,,Sweden,SWE,123,-3,1989,6-3 6-4 6-3,,,
2004-06-21,Wimbledon,G,5,G,false,70,R64,Roger Federer,1,Switzerland,SUI,1,1,2337,Alejandro Falla,,Colombia,COL,138,-1,1739,6-1 6-2 6-0,,Q,
2004-06-21,Wimbledon,G,5,G,false,70,R128,Roger Federer,1,Switzerland,SUI,1,1,2336,Alex Bogdanovic,,United Kingdom,GBR,295,-1,1716,6-3 6-3 6-0,,WC,
2004-06-07,Halle,B,3,G,false,72,F,Roger Federer,1,Switzerland,SUI,1,2,2334,Mardy Fish,6,United States,USA,23,-3,2005,6-0 6-3,,,
2004-06-07,Halle,B,3,G,false,72,SF,Roger Federer,1,Switzerland,SUI,1,3,2331,Jiri Novak,3,Czech Republic,CZE,19,-3,2031,6-3 6-4,,,
2004-06-07,Halle,B,3,G,false,72,QF,Roger Federer,1,Switzerland,SUI,1,2,2329,Arnaud Clement,,France,FRA,37,-2,1949,6-3 7-5,,,
2004-06-07,Halle,B,3,G,false,72,R16,Roger Federer,1,Switzerland,SUI,1,2,2327,Mikhail Youzhny,,Russian Federation,RUS,34,-2,1970,6-2 6-1,,,
2004-06-07,Halle,B,3,G,false,72,R32,Roger Federer,1,Switzerland,SUI,1,1,2326,Thomas Johansson,,Sweden,SWE,191,-1,1939,6-3 6-2,,,
2004-05-24,Roland Garros,G,5,C,false,25,R32,Gustavo Kuerten,28,Brazil,BRA,30,22,2047,Roger Federer,1,Switzerland,SUI,1,-22,2348,6-4 6-4 6-4,,,
2004-05-24,Roland Garros,G,5,C,false,25,R64,Roger Federer,1,Switzerland,SUI,1,3,2345,Nicolas Kiefer,,Germany,GER,34,-2,1968,6-3 6-4 7-6(6),,,
2004-05-24,Roland Garros,G,5,C,false,25,R128,Roger Federer,1,Switzerland,SUI,1,1,2344,Kristof Vliegen,,Belgium,BEL,110,-2,1877,6-1 6-2 6-1,,LL,
2004-05-10,Hamburg Masters,M,5,C,false,30,F,Roger Federer,1,Switzerland,SUI,1,10,2334,Guillermo Coria,2,Argentina,ARG,3,-9,2223,4-6 6-4 6-2 6-3,,,
2004-05-10,Hamburg Masters,M,3,C,false,30,SF,Roger Federer,1,Switzerland,SUI,1,8,2326,Lleyton Hewitt,17,Australia,AUS,17,-8,2221,6-0 6-4,,,
2004-05-10,Hamburg Masters,M,3,C,false,30,QF,Roger Federer,1,Switzerland,SUI,1,6,2320,Carlos Moya,7,Spain,ESP,8,-6,2192,6-4 6-3,,,
2004-05-10,Hamburg Masters,M,3,C,false,30,R16,Roger Federer,1,Switzerland,SUI,1,4,2316,Fernando Gonzalez,13,Chile,CHI,14,-4,2042,7-5 6-1,,,
2004-05-10,Hamburg Masters,M,3,C,false,30,R32,Roger Federer,1,Switzerland,SUI,1,1,2315,Nicolas Lapentti,,Ecuador,ECU,67,-2,1871,6-3 6-3,,,
2004-05-10,Hamburg Masters,M,3,C,false,30,R64,Roger Federer,1,Switzerland,SUI,1,2,2313,Gaston Gaudio,,Argentina,ARG,34,-2,1963,6-1 5-7 6-4,,,
2004-05-03,Rome Masters,M,3,C,false,36,R32,Albert Costa,,Spain,ESP,39,20,1947,Roger Federer,1,Switzerland,SUI,1,-17,2330,3-6 6-3 6-2,,,
2004-05-03,Rome Masters,M,3,C,false,36,R64,Roger Federer,1,Switzerland,SUI,1,2,2328,Jonas Bjorkman,,Sweden,SWE,26,-3,1990,7-6(4) 6-3,,,
2004-04-09,Davis Cup WG,D,5,H,false,,QF,Roger Federer,,Switzerland,SUI,1,2,2326,Arnaud Clement,,France,FRA,25,-2,1988,6-2 7-5 6-4,,,
2004-04-09,Davis Cup WG,D,5,H,false,,QF,Roger Federer,,Switzerland,SUI,1,3,2323,Nicolas Escude,,France,FRA,81,-4,2031,6-2 6-4 6-4,,,
2004-03-22,Miami Masters,M,3,H,false,52,R32,Rafael Nadal,32,Spain,ESP,34,21,1932,Roger Federer,1,Switzerland,SUI,1,-18,2341,6-3 6-3,,,
2004-03-22,Miami Masters,M,3,H,false,52,R64,Roger Federer,1,Switzerland,SUI,1,1,2340,Nikolay Davydenko,,Russian Federation,RUS,54,-1,1829,6-2 3-6 7-5,,,
2004-03-08,Indian Wells Masters,M,3,H,false,57,F,Roger Federer,1,Switzerland,SUI,1,7,2333,Tim Henman,9,United Kingdom,GBR,10,-6,2146,6-3 6-3,,,
2004-03-08,Indian Wells Masters,M,3,H,false,57,SF,Roger Federer,1,Switzerland,SUI,1,8,2325,Andre Agassi,5,United States,USA,5,-8,2240,4-6 6-3 6-4,,,
2004-03-08,Indian Wells Masters,M,3,H,false,57,QF,Roger Federer,1,Switzerland,SUI,1,3,2322,Juan Ignacio Chela,32,Argentina,ARG,34,-3,1995,6-2 6-1,,,
2004-03-08,Indian Wells Masters,M,3,H,false,57,R16,Roger Federer,1,Switzerland,SUI,1,3,2319,Mardy Fish,18,United States,USA,19,-3,2010,6-4 6-1,,,
2004-03-08,Indian Wells Masters,M,3,H,false,57,R32,Roger Federer,1,Switzerland,SUI,1,2,2317,Fernando Gonzalez,25,Chile,CHI,27,-3,2013,6-3 6-2,,,
2004-03-08,Indian Wells Masters,M,3,H,false,57,R64,Roger Federer,1,Switzerland,SUI,1,3,2314,Andrei Pavel,,Romania,ROU,49,-3,2013,6-1 6-1,,,
2004-03-01,Dubai,A,3,H,false,50,F,Roger Federer,1,Switzerland,SUI,1,3,2311,Feliciano Lopez,,Spain,ESP,32,-3,2000,4-6 6-1 6-2,,,
2004-03-01,Dubai,A,3,H,false,50,SF,Roger Federer,1,Switzerland,SUI,1,3,2308,Jarkko Nieminen,,Finland,FIN,34,-3,1987,7-6(7) 6-2,,,
2004-03-01,Dubai,A,3,H,false,50,QF,Roger Federer,1,Switzerland,SUI,1,3,2305,Andrei Pavel,,Romania,ROU,53,-3,2011,6-3 6-3,,,
2004-03-01,Dubai,A,3,H,false,50,R16,Roger Federer,1,Switzerland,SUI,1,2,2303,Tommy Robredo,,Spain,ESP,20,-3,2003,6-3 6-4,,,
2004-03-01,Dubai,A,3,H,false,50,R32,Roger Federer,1,Switzerland,SUI,1,4,2299,Marat Safin,,Russian Federation,RUS,30,-4,2075,7-6(2) 7-6(4),,WC,
2004-02-16,Rotterdam,A,3,H,true,70,QF,Tim Henman,5,United Kingdom,GBR,11,14,2129,Roger Federer,1,Switzerland,SUI,1,-13,2312,6-3 7-6(9),,,
2004-02-16,Rotterdam,A,3,H,true,70,R16,Roger Federer,1,Switzerland,SUI,1,2,2310,Andrei Pavel,,Romania,ROU,52,-3,2014,7-6(2) 7-5,,,
2004-02-16,Rotterdam,A,3,H,true,70,R32,Roger Federer,1,Switzerland,SUI,1,3,2307,Arnaud Clement,,France,FRA,29,-3,2007,6-4 6-3,,,
2004-02-06,Davis Cup WG,D,5,C,false,,R16,Roger Federer,,Switzerland,SUI,1,3,2304,Andrei Pavel,,Romania,ROU,53,-3,2010,6-3 6-2 7-5,,,
2004-02-06,Davis Cup WG,D,5,C,false,,R16,Roger Federer,,Switzerland,SUI,1,1,2303,Victor Hanescu,,Romania,ROU,72,-2,1859,7-6(4) 6-3 6-1,,,
2004-01-19,Australian Open,G,5,H,false,55,F,Roger Federer,2,Switzerland,SUI,2,8,2295,Marat Safin,,Russian Federation,RUS,86,-8,2103,7-6(3) 6-4 6-2,,,
2004-01-19,Australian Open,G,5,H,false,55,SF,Roger Federer,2,Switzerland,SUI,2,9,2286,Juan Carlos Ferrero,3,Spain,ESP,3,-10,2162,6-4 6-1 6-4,,,
2004-01-19,Australian Open,G,5,H,false,55,QF,Roger Federer,2,Switzerland,SUI,2,9,2277,David Nalbandian,8,Argentina,ARG,8,-9,2151,7-5 6-4 5-7 6-3,,,
2004-01-19,Australian Open,G,5,H,false,55,R16,Roger Federer,2,Switzerland,SUI,2,12,2265,Lleyton Hewitt,15,Australia,AUS,11,-12,2239,4-6 6-3 6-0 6-4,,,
2004-01-19,Australian Open,G,5,H,false,55,R32,Roger Federer,2,Switzerland,SUI,2,2,2263,Todd Reid,,Australia,AUS,148,-3,1827,6-3 6-0 6-1,,WC,
2004-01-19,Australian Open,G,5,H,false,55,R64,Roger Federer,2,Switzerland,SUI,2,2,2261,Jeff Morrison,,United States,USA,156,-2,1795,6-2 6-3 6-4,,Q,
2004-01-19,Australian Open,G,5,H,false,55,R128,Roger Federer,2,Switzerland,SUI,2,1,2260,Alex Bogomolov Jr,,Russian Federation,RUS,117,-2,1717,6-3 6-4 6-0,,Q,
2003-11-10,Masters Cup,F,5,H,false,67,F,Roger Federer,,Switzerland,SUI,3,14,2247,Andre Agassi,,United States,USA,5,-15,2248,6-3 6-0 6-4,,,
2003-11-10,Masters Cup,F,3,H,false,67,SF,Roger Federer,,Switzerland,SUI,3,12,2235,Andy Roddick,,United States,USA,1,-12,2235,7-6(2) 6-2,,,
2003-11-10,Masters Cup,F,3,H,false,67,RR,Roger Federer,,Switzerland,SUI,3,11,2224,Juan Carlos Ferrero,,Spain,ESP,2,-11,2211,6-3 6-1,,,
2003-11-10,Masters Cup,F,3,H,false,67,RR,Roger Federer,,Switzerland,SUI,3,8,2216,David Nalbandian,,Argentina,ARG,8,-8,2131,6-3 6-0,,,
2003-11-10,Masters Cup,F,3,H,false,67,RR,Roger Federer,,Switzerland,SUI,3,12,2204,Andre Agassi,,United States,USA,5,-12,2234,6-7(3) 6-3 7-6(7),,,
2003-10-27,Paris Masters,M,3,P,true,77,QF,Tim Henman,,United Kingdom,GBR,31,14,2090,Roger Federer,3,Switzerland,SUI,3,-14,2218,7-6(5) 6-1,,,
2003-10-27,Paris Masters,M,3,P,true,77,R16,Roger Federer,3,Switzerland,SUI,3,3,2215,Martin Verkerk,13,Netherlands,NED,16,-4,1904,6-7(3) 7-6(12) 7-6(6),,,
2003-10-27,Paris Masters,M,3,P,true,77,R32,Roger Federer,3,Switzerland,SUI,3,1,2214,Thierry Ascione,,France,FRA,106,-2,1725,7-6(5) 6-1,,Q,
2003-10-20,Basel,B,3,P,true,66,R16,Ivan Ljubicic,,Croatia,CRO,47,14,1957,Roger Federer,2,Switzerland,SUI,3,-13,2227,7-6(5) 6-7(5) 6-4,,,
2003-10-20,Basel,B,3,P,true,66,R32,Roger Federer,2,Switzerland,SUI,3,1,2226,Marc Rosset,,Switzerland,SUI,117,-2,1832,6-1 6-3,,WC,
2003-10-13,Madrid Masters,M,3,H,true,100,SF,Juan Carlos Ferrero,1,Spain,ESP,1,12,2205,Roger Federer,3,Switzerland,SUI,3,-12,2238,6-4 4-6 6-4,,,
2003-10-13,Madrid Masters,M,3,H,true,100,QF,Roger Federer,3,Switzerland,SUI,3,4,2234,Feliciano Lopez,,Spain,ESP,35,-4,1996,4-6 7-6(3) 6-4,,,
2003-10-13,Madrid Masters,M,3,H,true,100,R16,Roger Federer,3,Switzerland,SUI,3,4,2230,Mardy Fish,,United States,USA,25,-4,1986,6-3 7-6(4),,,
2003-10-13,Madrid Masters,M,3,H,true,100,R32,Roger Federer,3,Switzerland,SUI,3,3,2227,Alex Corretja,,Spain,ESP,127,-3,1894,6-4 6-3,,WC,
2003-10-06,Vienna,A,5,H,true,46,F,Roger Federer,1,Switzerland,SUI,3,9,2218,Carlos Moya,2,Spain,ESP,7,-9,2138,6-3 6-3 6-3,,,
2003-10-06,Vienna,A,3,H,true,46,SF,Roger Federer,1,Switzerland,SUI,3,5,2213,Max Mirnyi,,Belarus,BLR,28,-5,2027,6-2 7-6(2),,,
2003-10-06,Vienna,A,3,H,true,46,QF,Roger Federer,1,Switzerland,SUI,3,4,2209,Jarkko Nieminen,,Finland,FIN,30,-4,1993,6-3 6-3,,,
2003-10-06,Vienna,A,3,H,true,46,R16,Roger Federer,1,Switzerland,SUI,3,1,2208,Karol Beck,,Slovakia,SVK,70,-2,1759,6-3 4-6 6-4,,Q,
2003-10-06,Vienna,A,3,H,true,46,R32,Roger Federer,1,Switzerland,SUI,3,3,2205,David Ferrer,,Spain,ESP,75,-3,1884,6-2 6-2,,,
2003-09-19,Davis Cup WG,D,5,H,false,,SF,Lleyton Hewitt,,Australia,AUS,7,11,2188,Roger Federer,,Switzerland,SUI,3,-11,2216,5-7 2-6 7-6(4) 7-5 6-1,,,
2003-09-19,Davis Cup WG,D,5,H,false,,SF,Roger Federer,,Switzerland,SUI,3,6,2210,Mark Philippoussis,,Australia,AUS,15,-6,2078,6-3 6-4 7-6(3),,,
2003-08-25,US Open,G,5,H,false,58,R16,David Nalbandian,13,Argentina,ARG,13,18,2088,Roger Federer,2,Switzerland,SUI,2,-18,2228,3-6 7-6(1) 6-4 6-3,,,
2003-08-25,US Open,G,5,H,false,58,R32,Roger Federer,2,Switzerland,SUI,2,7,2221,James Blake,,United States,USA,35,-7,2031,6-3 7-6(4) 6-3,,,
2003-08-25,US Open,G,5,H,false,58,R64,Roger Federer,2,Switzerland,SUI,2,3,2218,Jean Rene Lisnard,,Monaco,MON,94,-4,1848,6-1 6-2 6-0,,,
2003-08-25,US Open,G,5,H,false,58,R128,Roger Federer,2,Switzerland,SUI,2,2,2216,Jose Acasuso,,Argentina,ARG,75,-3,1825,5-7 6-3 6-3 2-0 RET,RET,,
2003-08-11,Cincinnati Masters,M,3,H,false,70,R32,David Nalbandian,,Argentina,ARG,14,15,2053,Roger Federer,3,Switzerland,SUI,2,-15,2231,7-6(4) 7-6(5),,,
2003-08-11,Cincinnati Masters,M,3,H,false,70,R64,Roger Federer,3,Switzerland,SUI,2,2,2229,Scott Draper,,Australia,AUS,114,-3,1829,4-6 6-3 7-6(10),,Q,
2003-08-04,Canada Masters,M,3,H,false,60,SF,Andy Roddick,6,United States,USA,7,13,2176,Roger Federer,3,Switzerland,SUI,3,-13,2242,6-4 3-6 7-6(3),,,
2003-08-04,Canada Masters,M,3,H,false,60,QF,Roger Federer,3,Switzerland,SUI,3,4,2238,Max Mirnyi,,Belarus,BLR,32,-4,1983,6-2 7-6(3),,,
2003-08-04,Canada Masters,M,3,H,false,60,R16,Roger Federer,3,Switzerland,SUI,3,5,2233,Tommy Robredo,16,Spain,ESP,15,-5,2061,6-4 6-3,,,
2003-08-04,Canada Masters,M,3,H,false,60,R32,Roger Federer,3,Switzerland,SUI,3,6,2227,Greg Rusedski,,United Kingdom,GBR,60,-6,2059,6-4 6-3,,,
2003-08-04,Canada Masters,M,3,H,false,60,R64,Roger Federer,3,Switzerland,SUI,3,4,2223,Gaston Gaudio,,Argentina,ARG,28,-5,2030,6-4 3-6 7-5,,,
2003-07-07,Gstaad,B,5,C,false,60,F,Jiri Novak,3,Czech Republic,CZE,10,18,2041,Roger Federer,1,Switzerland,SUI,3,-17,2240,5-7 6-3 6-3 1-6 6-3,,,
2003-07-07,Gstaad,B,3,C,false,60,SF,Roger Federer,1,Switzerland,SUI,3,5,2235,Gaston Gaudio,4,Argentina,ARG,27,-5,2053,6-1 7-6(6),,,
2003-07-07,Gstaad,B,3,C,false,60,QF,Roger Federer,1,Switzerland,SUI,3,1,2234,David Sanchez,,Spain,ESP,56,-1,1879,W/O,W/O,,
2003-07-07,Gstaad,B,3,C,false,60,R16,Roger Federer,1,Switzerland,SUI,3,1,2233,Jean Rene Lisnard,,Monaco,MON,99,-2,1832,6-1 6-2,,,
2003-07-07,Gstaad,B,3,C,false,60,R32,Roger Federer,1,Switzerland,SUI,3,2,2231,Marc Lopez,,Spain,ESP,190,-2,1824,6-3 6-7(4) 6-3,,Q,
2003-06-23,Wimbledon,G,5,G,false,62,F,Roger Federer,4,Switzerland,SUI,5,11,2220,Mark Philippoussis,,Australia,AUS,48,-11,2109,7-6(5) 6-2 7-6(3),,,
2003-06-23,Wimbledon,G,5,G,false,62,SF,Roger Federer,4,Switzerland,SUI,5,12,2208,Andy Roddick,5,United States,USA,6,-11,2142,7-6(6) 6-3 6-3,,,
2003-06-23,Wimbledon,G,5,G,false,62,QF,Roger Federer,4,Switzerland,SUI,5,8,2200,Sjeng Schalken,8,Netherlands,NED,12,-9,2059,6-3 6-4 6-4,,,
2003-06-23,Wimbledon,G,5,G,false,62,R16,Roger Federer,4,Switzerland,SUI,5,4,2196,Feliciano Lopez,,Spain,ESP,52,-5,1905,7-6(5) 6-4 6-4,,,
2003-06-23,Wimbledon,G,5,G,false,62,R32,Roger Federer,4,Switzerland,SUI,5,5,2191,Mardy Fish,,United States,USA,45,-5,1947,6-3 6-1 4-6 6-1,,,
2003-06-23,Wimbledon,G,5,G,false,62,R64,Roger Federer,4,Switzerland,SUI,5,3,2188,Stefan Koubek,,Austria,AUT,70,-4,1859,7-5 6-1 6-1,,,
2003-06-23,Wimbledon,G,5,G,false,62,R128,Roger Federer,4,Switzerland,SUI,5,4,2184,Hyung Taik Lee,,"Korea, Republic of",KOR,55,-5,1879,6-3 6-3 7-6(2),,,
2003-06-09,Halle,B,3,G,false,62,F,Roger Federer,1,Switzerland,SUI,5,4,2180,Nicolas Kiefer,,Germany,GER,73,-5,1932,6-1 6-3,,,
2003-06-09,Halle,B,3,G,false,62,SF,Roger Federer,1,Switzerland,SUI,5,5,2175,Mikhail Youzhny,6,Russian Federation,RUS,29,-5,1998,4-6 7-6(4) 6-2,,,
2003-06-09,Halle,B,3,G,false,62,QF,Roger Federer,1,Switzerland,SUI,5,5,2170,Younes El Aynaoui,5,Morocco,MAR,24,-6,2009,7-5 7-6(3),,,
2003-06-09,Halle,B,3,G,false,62,R16,Roger Federer,1,Switzerland,SUI,5,3,2167,Fernando Vicente,,Spain,ESP,62,-4,1926,4-6 6-2 6-1,,,
2003-06-09,Halle,B,3,G,false,62,R32,Roger Federer,1,Switzerland,SUI,5,3,2164,Sargis Sargsian,,Armenia,ARM,61,-3,1888,7-5 6-1,,,
2003-05-26,Roland Garros,G,5,C,false,28,R128,Luis Horna,,Peru,PER,88,31,1831,Roger Federer,5,Switzerland,SUI,5,-22,2186,7-6(6) 6-2 7-6(3),,,
2003-05-12,Hamburg Masters,M,3,C,false,21,R16,Mark Philippoussis,,Australia,AUS,67,14,2054,Roger Federer,3,Switzerland,SUI,5,-14,2200,6-3 2-6 6-3,,,
2003-05-12,Hamburg Masters,M,3,C,false,21,R32,Roger Federer,3,Switzerland,SUI,5,3,2197,Sargis Sargsian,,Armenia,ARM,72,-4,1897,6-1 6-1,,Q,
2003-05-12,Hamburg Masters,M,3,C,false,21,R64,Roger Federer,3,Switzerland,SUI,5,4,2193,Max Mirnyi,,Belarus,BLR,28,-4,1956,6-3 6-3,,,
2003-05-05,Rome Masters,M,5,C,false,36,F,Felix Mantilla,,Spain,ESP,47,21,2043,Roger Federer,4,Switzerland,SUI,5,-20,2213,7-5 6-2 7-6(8),,,
2003-05-05,Rome Masters,M,3,C,false,36,SF,Roger Federer,4,Switzerland,SUI,5,11,2202,Juan Carlos Ferrero,2,Spain,ESP,3,-11,2184,6-4 4-2 RET,RET,,
2003-05-05,Rome Masters,M,3,C,false,36,QF,Roger Federer,4,Switzerland,SUI,5,2,2200,Filippo Volandri,,Italy,ITA,100,-4,1872,6-3 5-7 6-2,,WC,
2003-05-05,Rome Masters,M,3,C,false,36,R16,Roger Federer,4,Switzerland,SUI,5,6,2194,Tommy Robredo,,Spain,ESP,19,-5,2017,6-1 6-1,,,
2003-05-05,Rome Masters,M,3,C,false,36,R32,Roger Federer,4,Switzerland,SUI,5,3,2191,Mariano Zabaleta,,Argentina,ARG,39,-4,1932,7-6(4) 6-2,,,
2003-05-05,Rome Masters,M,3,C,false,36,R64,Roger Federer,4,Switzerland,SUI,5,4,2187,Paul Henri Mathieu,,France,FRA,43,-4,1923,6-3 7-5,,,
2003-04-28,Munich,B,3,C,false,26,F,Roger Federer,1,Switzerland,SUI,5,5,2182,Jarkko Nieminen,8,Finland,FIN,35,-6,1994,6-1 6-4,,,
2003-04-28,Munich,B,3,C,false,26,SF,Roger Federer,1,Switzerland,SUI,5,2,2180,Stefan Koubek,,Austria,AUT,63,-3,1871,6-2 6-1,,,
2003-04-28,Munich,B,3,C,false,26,QF,Roger Federer,1,Switzerland,SUI,5,5,2175,Mikhail Youzhny,6,Russian Federation,RUS,30,-5,1994,6-2 6-3,,,
2003-04-28,Munich,B,3,C,false,26,R16,Roger Federer,1,Switzerland,SUI,5,2,2173,Raemon Sluiter,,Netherlands,NED,66,-3,1847,6-4 6-3,,,
2003-04-28,Munich,B,3,C,false,26,R32,Roger Federer,1,Switzerland,SUI,5,1,2172,Zeljko Krajan,,Croatia,CRO,103,-3,1697,6-4 6-3,,,
2003-04-04,Davis Cup WG,D,5,H,false,,QF,Roger Federer,,Switzerland,SUI,5,4,2168,Fabrice Santoro,,France,FRA,51,-5,1941,6-1 6-0 6-2,,,
2003-04-04,Davis Cup WG,D,5,H,false,,QF,Roger Federer,,Switzerland,SUI,5,7,2161,Nicolas Escude,,France,FRA,62,-7,2062,6-4 7-5 6-2,,,
2003-03-17,Miami Masters,M,3,H,false,53,QF,Albert Costa,9,Spain,ESP,9,15,2028,Roger Federer,4,Switzerland,SUI,4,-15,2176,7-6(4) 4-6 7-6(7),,,
2003-03-17,Miami Masters,M,3,H,false,53,R16,Roger Federer,4,Switzerland,SUI,4,6,2170,Sjeng Schalken,14,Netherlands,NED,14,-7,2021,6-3 6-2,,,
2003-03-17,Miami Masters,M,3,H,false,53,R32,Roger Federer,4,Switzerland,SUI,4,5,2165,Juan Ignacio Chela,30,Argentina,ARG,33,-5,1974,6-1 3-6 6-1,,,
2003-03-17,Miami Masters,M,3,H,false,53,R64,Roger Federer,4,Switzerland,SUI,4,3,2162,Luis Horna,,Peru,PER,82,-3,1824,6-2 7-5,,Q,
2003-03-10,Indian Wells Masters,M,3,H,false,45,R32,Gustavo Kuerten,,Brazil,BRA,24,13,2097,Roger Federer,4,Switzerland,SUI,4,-12,2174,7-5 7-6(3),,,
2003-03-10,Indian Wells Masters,M,3,H,false,45,R64,Roger Federer,4,Switzerland,SUI,4,5,2169,Felix Mantilla,,Spain,ESP,46,-6,2006,6-7(4) 6-4 4-1 RET,RET,,
2003-02-24,Dubai,A,3,H,false,44,F,Roger Federer,1,Switzerland,SUI,5,9,2160,Jiri Novak,3,Czech Republic,CZE,10,-9,2093,6-1 7-6(2),,,
2003-02-24,Dubai,A,3,H,false,44,SF,Roger Federer,1,Switzerland,SUI,5,5,2155,Ivan Ljubicic,,Croatia,CRO,60,-6,1966,6-3 6-2,,,
2003-02-24,Dubai,A,3,H,false,44,QF,Roger Federer,1,Switzerland,SUI,5,3,2152,Hicham Arazi,,Morocco,MAR,113,-4,1904,7-5 6-3,,WC,
2003-02-24,Dubai,A,3,H,false,44,R16,Roger Federer,1,Switzerland,SUI,5,2,2150,Maximilian Abel,,Germany,GER,217,-3,1713,6-4 7-5,,Q,
2003-02-24,Dubai,A,3,H,false,44,R32,Roger Federer,1,Switzerland,SUI,5,1,2149,Irakli Labadze,,Georgia,GEO,103,-3,1747,6-3 6-3,,,
2003-02-17,Rotterdam,A,3,H,true,71,SF,Max Mirnyi,,Belarus,BLR,46,18,1939,Roger Federer,2,Switzerland,SUI,5,-15,2164,5-7 6-3 6-4,,,
2003-02-17,Rotterdam,A,3,H,true,71,QF,Roger Federer,2,Switzerland,SUI,5,5,2159,Sjeng Schalken,8,Netherlands,NED,19,-6,2009,6-2 6-4,,,
2003-02-17,Rotterdam,A,3,H,true,71,R16,Roger Federer,2,Switzerland,SUI,5,4,2155,Fabrice Santoro,,France,FRA,32,-5,1959,6-0 6-4,,,
2003-02-17,Rotterdam,A,3,H,true,71,R32,Roger Federer,2,Switzerland,SUI,5,5,2150,Thomas Enqvist,,Sweden,SWE,71,-6,1990,3-6 6-3 6-4,,,
2003-02-10,Marseille,B,3,H,true,73,F,Roger Federer,1,Switzerland,SUI,6,7,2143,Jonas Bjorkman,,Sweden,SWE,86,-6,1997,6-2 7-6(6),,,
2003-02-10,Marseille,B,3,H,true,73,SF,Roger Federer,1,Switzerland,SUI,6,5,2138,Karol Kucera,,Slovakia,SVK,62,-6,1999,7-6(5) 6-3,,,
2003-02-10,Marseille,B,3,H,true,73,QF,Roger Federer,1,Switzerland,SUI,6,4,2134,Raemon Sluiter,,Netherlands,NED,78,-4,1874,6-4 4-6 6-4,,,
2003-02-10,Marseille,B,3,H,true,73,R16,Roger Federer,1,Switzerland,SUI,6,4,2130,Jarkko Nieminen,,Finland,FIN,35,-5,1949,6-3 6-3,,,
2003-02-10,Marseille,B,3,H,true,73,R32,Roger Federer,1,Switzerland,SUI,6,4,2126,Ivan Ljubicic,,Croatia,CRO,52,-4,1942,7-6(3) RET,RET,,
2003-02-07,Davis Cup WG,D,5,P,true,,R16,Roger Federer,,Switzerland,SUI,6,6,2120,Sjeng Schalken,,Netherlands,NED,19,-6,2006,7-6(2) 6-4 7-5,,,
2003-02-07,Davis Cup WG,D,5,P,true,,R16,Roger Federer,,Switzerland,SUI,6,4,2116,Raemon Sluiter,,Netherlands,NED,77,-4,1855,6-2 6-1 6-3,,,
2003-01-13,Australian Open,G,5,H,false,44,R16,David Nalbandian,10,Argentina,ARG,12,18,2032,Roger Federer,6,Switzerland,SUI,6,-17,2133,6-4 3-6 6-1 1-6 6-3,,,
2003-01-13,Australian Open,G,5,H,false,44,R32,Roger Federer,6,Switzerland,SUI,6,5,2128,Andreas Vinciguerra,,Sweden,SWE,145,-6,1877,6-3 6-4 6-2,,Q,
2003-01-13,Australian Open,G,5,H,false,44,R64,Roger Federer,6,Switzerland,SUI,6,3,2125,Lars Burgsmuller,,Germany,GER,76,-5,1799,6-3 6-0 6-3,,,
2003-01-13,Australian Open,G,5,H,false,44,R128,Roger Federer,6,Switzerland,SUI,6,4,2121,Flavio Saretta,,Brazil,BRA,83,-6,1811,7-6(4) 7-5 6-3,,,
2003-01-06,Sydney,B,3,H,false,42,R32,Franco Squillari,,Argentina,ARG,81,17,1880,Roger Federer,4,Switzerland,SUI,6,-14,2135,6-2 6-3,,,LL
2002-12-30,Doha,B,3,H,false,50,QF,Jan Michael Gambill,9,United States,USA,42,14,1977,Roger Federer,1,Switzerland,SUI,6,-12,2147,6-4 7-5,,,
2002-12-30,Doha,B,3,H,false,50,R16,Roger Federer,1,Switzerland,SUI,6,2,2145,Michel Kratochvil,,Switzerland,SUI,69,-3,1834,6-4 6-4,,,
2002-12-30,Doha,B,3,H,false,50,R32,Roger Federer,1,Switzerland,SUI,6,2,2143,Andrei Stoliarov,,Russian Federation,RUS,139,-3,1812,6-2 6-7(4) 6-4,,LL,
2002-11-11,Masters Cup,F,3,H,true,62,SF,Lleyton Hewitt,,Australia,AUS,1,8,2238,Roger Federer,,Switzerland,SUI,6,-9,2152,7-5 5-7 7-5,,,
